qid	year	label	no	content_verbatim	content_fixed	choice_a	choice_b	choice_c	choice_d	answer	chapter	attachment_link	mixed_choices
MvLR9A0S	2024	1.13	12	Les instruments de mesure du vent en surface sont placés sur un pylône à 10 m :		pour échapper aux dégradations animales	pour éviter les effets de la couche de frottements de surface	pour être représentatifs à l'échelle planétaire	pour donner une information à un moment clef de l'atterrissage	1	3.4.		True
YlFNfBuk	2024	1.14	13	Une masse d'air instable :		est une masse d'air dont la masse nuageuse change sans cesse d'apparence	est due à l’arrivée d'air humide et chaud sur une surface froide	apparaît de façon marquée dans les inversions thermiques de basses couches	est due à un soulèvement d'air chaud de basses couches	3			
s9ukzYbC	2024	1.15	14	Les courants de vent puissants que l'on rencontre à très haute altitude sont nommés :		jet-stream	jet-lag	tornade	rafale	0			
VqZvdUpk	2024	1.16	15	Dans un message aéronautique, le groupe de température indique +12 °C sous abri, et +4 °C de point de rosée. On peut dire que :		la masse d'air est à 100 % d'humidité	la température maximale sera de +12 °C et la minimale de +4 °C	la masse d'air serait saturée pour une température sous-abri de +4 °C	la masse d'air serait saturée pour une température sous-abri de +8 °C	2			
aUJzvAuU	2024	1.17	16	Une traîne :		est la partie sous le vent d'un cumulonimbus	correspond à une précipitation qui n’atteint pas le sol	est le nom donné aux perturbations qui avancent lentement	est une zone de bonne visibilité entrecoupée d'averses à l'arrière d’un front froid	3			
Jp7AWlK4	2024	1.18	17	Le sens de rotation des vents dans l'hémisphère nord est :		horaire dans un anticyclone	anti-horaire dans un anticyclone	identique à celui de l'hémisphère sud	horaire dans une dépression	0	3.4.		True
PtCiYr74	2024	1.19	18	Le phénomène météorologique observé sur la photo ci-dessous est :		du brouillard	un orage	un front chaud	la convection	0	3.5.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FDrwXfYkg1OxVKXJvFoGy?alt=media&token=31171040-b33d-48f0-b84f-f58cc59980ac	True
IHWdVtxJ	2024	1.20	19	Lorsque des cumulus sont annoncés, cela indique au pilote que :		des orages sont systématiquement à prévoir	des précipitations continues sont probables	la masse d'air est instable	la surface frontale est proche	2	3.3.		True
TEMnA5iz	2024	2.1	20	La vitesse de décrochage d'un avion augmente quand :		la quantité de carburant dans les réservoirs diminue	le facteur de charge diminue	la masse de l'avion diminue	le facteur de charge augmente	3	2.2.		True
1p5vPeL6	2024	2.2	21	Le facteur de charge est défini comme le rapport :		poids / traînée	portance / traînée	traînée / poids	portance / poids	3	2.2.		True
5Vrl5oLS	2024	2.3	22	Le poids d'un satellite tournant autour d'un astre est :		compensé par sa force de portance	compensé par sa force centrifuge	compensé uniquement par ses moteurs fusées	nul car il est en apesanteur	1			
G5O60v9J	2024	2.4	23	En phase d'atterrissage, le pilote sort les volets hypersustentateurs. L'objectif est :		de conserver la portance à vitesse réduite	de réduire la portance et d'augmenter sa vitesse	de diminuer la traînée	d'augmenter la vitesse	0			
hGor2KqC	2024	2.5	24	Les dispositifs hypersustentateurs ont pour but :		de diminuer la portance à vitesse élevée (par exemple : pour une descente d'urgence)	d'augmenter la vitesse de décrochage pour certaines manœuvres	de diminuer la traînée pour certaines manœuvres	de diminuer la vitesse de décrochage dans certaines phases de vol (par exemple : au décollage et à l'atterrissage)	3			
i6T2fMk2	2024	2.6	25	La distance de roulage nécessaire au décollage diminue lorsque :		l'altitude augmente	la température augmente	la composante de vent arrière augmente	la température diminue	3	2.2.		True
r1brM62Y	2024	2.7	26	Par définition, la portance est la composante de la résultante aérodynamique :		parallèle à la direction du vent relatif	parallèle à la corde de profil de l'aile	perpendiculaire à la direction du vent relatif	perpendiculaire à la corde de profil de l'aile	2	2.1.		True
A2FO4065	2024	2.8	27	Le vent relatif :		est la composante du vent prévu parallèle à la trajectoire	est parallèle à la trajectoire, et de même sens que le déplacement de l'avion	est parallèle à la trajectoire, mais de sens opposé au déplacement de l'avion	est la composante du vent réel perpendiculaire à la trajectoire	2	2.1.		True
KgHOyxT2	2024	2.9	28	La force parallèle, de même sens que le vent relatif, est :		la portance	la traînée	le poids	la résultante aérodynamique	1			
g6cxA0X3	2024	2.10	29	En virage symétrique en palier, le facteur de charge :		augmente si la vitesse augmente	augmente si l'inclinaison augmente	diminue si la vitesse augmente	diminue si l'inclinaison augmente	1	2.2.		True
MSMV4eHF	2024	2.11	30	Sur un hélicoptère, le vrillage d'une pale a pour but de tendre à :		augmenter la portance de la pale	uniformiser la portance sur toute la longueur de la pale	diminuer la traînée	déplacer le centre de gravité de la pale	1	2.1.		True
ZVjOnLDB	2024	2.12	31	Sur un hélicoptère à assiette nulle, la commande appelée levier de pas collectif permet de modifier l'incidence des pales du rotor. Elle permet ainsi :		de contrôler les mouvements autour de l'axe de lacet	de contrôler les mouvements autour de l’axe de tangage	de modifier la portance pour le faire avancer ou reculer	de modifier la portance pour le faire monter ou descendre	3			
2ZZzxnaH	2024	2.13	32	L'angle de calage d'une aile est compris entre :	L'angle de calage d'une aile est l'angle compris entre :	la corde de profil de l'aile et l'axe longitudinal de l'avion	la corde de profil de l'aile et le vent relatif	le plan de l'aile et l'horizontale	le bord d'attaque et la perpendiculaire de l'axe avion	0	2.1.		True
LO4OT68F	2024	2.14	33	Plus la finesse d'un planeur est élevée :		plus la distance qu'il peut parcourir est faible	plus son poids est faible	plus la distance qu'il peut parcourir est élevée	plus sa traînée est importante	2	2.1.		True
SWPrxr88	2024	2.15	34	Parmi les éléments suivants, celui qui a une influence sur la position du centre de gravité est :		la trajectoire (palier, montée, descente)	la vitesse	le niveau de carburant dans les réservoirs	l'inclinaison	2			
YMzWnZ9g	2024	2.16	35	Le décollage d'un avion se fait toujours face au vent pour :		décoller sur une distance plus courte	diminuer la portance	éviter de dépasser la VNE	diminuer la traînée	0	2.2.		True
UwC6GB0q	2024	2.17	36	La traînée induite est une conséquence de :		l'interaction du fuselage et de l'aile	la rotation de l’hélice	la différence de pression entre l'intrados et l'extrados	l'usage d'un train fixe	2			
AzbbmaNE	2024	2.18	37	Trop de poids sur l'arrière de votre avion :		augmente la stabilité et la manœuvrabilité	diminue la stabilité et la manœuvrabilité	augmente la stabilité et diminue la manœuvrabilité	diminue la stabilité et augmente la manœuvrabilité	3			
X78KhcPX	2024	2.19	38	La base de lancement spatial de Kourou est située proche de l'équateur pour profiter :		d'une plus grande vitesse de rotation de la Terre	d'un climat tempéré	d'une pression atmosphérique faible	d'un espace aérien réservé à cet usage	0	2.3.		True
0Kcg9obm	2024	2.20	39	La distance de décollage augmente quand :		la pression et la température de l'atmosphère diminuent	la pression et la température de l'atmosphère augmentent	la pression atmosphérique diminue et la température de l'atmosphère augmente	la pression atmosphérique augmente et la température de l'atmosphère diminue	2	2.2.		True
AbvQHafP	2024	3.1	40	Un altimètre utilise la pression :		statique	dynamique	totale	différentielle	0			
PlpxHasQ	2024	3.2	41	Un saumon d'aile est :		la jonction entre l'aile et le fuselage	une pièce en forme de poisson qui sert à équilibrer l'aileron	l'extrémité de l'aile appelée aussi bord marginal	une pièce renforcée de l'aile qui sert de marchepied	2	1.1.		True
6yLH0aSU	2024	3.3	42	Cet avion est biplace. En examinant la photo ci-dessous, quelle est la configuration des places des pilotes ?		En côte à côte	En tandem	En push-pull	En vis-à-vis	1		https://annales-bia.fr/images/c1-2024.gif	
qFCUEZ2i	2024	3.4	43	Quel est le principal défaut du variomètre ?		Il manque de précision notamment en virage	De par sa conception, il ne peut pas donner une information en instantané, il faut une phase de vol stabilisée	Il nécessite un recalage qui est fonction du QNH local	Il est perturbé lors du passage en vol IMC (dans les nuages)	1			
RjnJM5bi	2024	3.5	44	Sur un avion, l'indicateur de virage présente la configuration ci-dessous :L'avion se trouve :		en virage à gauche	en virage à droite asymétrique	en virage à gauche symétrique au taux standard	en virage à droite	0		https://annales-bia.fr/images/c2-2024.gif	
eEyZmcij	2024	3.6	45	En vol en palier, l'aile est soumise à de la flexion qui engendre sur le longeron :		de la compression sur l'extrados et sur l'intrados	de la compression sur l’extrados et de la traction sur l'intrados	de la traction sur l'extrados et sur l'intrados	de la traction sur l'extrados et de la compression sur l'intrados	1			
rQoXpVGe	2024	3.7	46	L'avion présenté ci-dessous est propulsé par 2 turboréacteurs, lesquels sont chacun constitués de :		tuyère et bielle	turbine et vilebrequin	chambre de combustion et piston	tuyère et turbine	3		https://annales-bia.fr/images/c3-2024.gif	
UDvyeRyX	2024	3.8	47	Qu'est-ce que le taux de dilution d’un turboréacteur double flux ?		Le diamètre du fan	La puissance du turboréacteur en daN	Le rapport entre le débit d'air du flux secondaire et du flux primaire	Le gain de puissance par rapport au même réacteur en simple flux	2			
fXckwo8k	2024	3.9	48	L'intérêt de l'utilisation des matériaux composites en construction aéronautique est :		une meilleure conductibilité électrique	une meilleure recyclabilité	un allègement de la structure	le coût de la matière première	2	1.1.		True
DstRje6a	2024	3.10	49	Le rotor anticouple de l'hélicoptère permet :		le décollage de l'hélicoptère	d'éviter une rotation permanente de l'hélicoptère autour de l'axe de lacet	de pallier le problème des pales montantes et descendantes	d'augmenter le plafond opérationnel de l'hélicoptère	1			
HRFm1TJC	2024	3.11	50	Le profil d’une aile est donné par :		les longerons	les nervures	les lisses	les raidisseurs	1	1.1.		True
JNiac4On	2024	3.12	51	L'utilisation de l’hydraulique pour les commandes de vol permet :		un gain de poids	de diminuer les efforts du pilote	de ne pas avoir de maintenance sur cette partie de l'avion	d'avoir un train rentrant grâce au circuit hydraulique (on n'installe pas un circuit hydraulique uniquement pour le train rentrant)	1			
xzna02uJ	2024	3.13	52	Le fluide d'un circuit hydraulique :		est de l'eau utilisable sous basse pression et à une température supérieure à 0 °C	est difficilement utilisable sur avion du fait de sa compressibilité	n'est utilisé qu'au-delà de 0 °C pour actionner les freins et les vérins des trains escamotables	est utilisé sous pression pour actionner des commandes	3	1.1.		True
8jYBUh5U	2024	3.14	53	Un avion à ailes en flèche est représenté par la figure :						1			
MbI1hBlY	2024	3.15	54	Quand l'horizon artificiel vous indique cette position, votre avion est :		cabré et incliné à gauche	en piqué et incliné à droite	en piqué et incliné à gauche	cabré et incliné à droite	0		https://annales-bia.fr/images/c8-2024.gif	
sfDZW0gX	2024	3.16	55	Un empennage dit « canard » :		génère normalement une déportance. Cette surface décroche avant l'aile principale	génère normalement une portance. Cette surface décroche avant l'aile principale	génère normalement une déportance. Cette surface décroche après l'aile principale	génère normalement une portance. Cette surface décroche après l'aile principale	1			
eBMIHFZp	2024	3.17	56	Pour un avion en bois et toile moderne :		seules les ailes sont en bois recouvert de toile	les longerons d'aile sont en bois et les nervures en alliage d'aluminium	toute la structure est en bois recouvert de toile	le fuselage est en bois entoilé et l'aile en alliage métallique	2	1.1.		True
CKa615hE	2024	3.18	57	L'action du réchauffage du carburateur se traduit par :		une augmentation de la puissance	une diminution de la puissance	une réduction du débit carburant	une réduction de la pression essence	1	1.3.		True
HHwt2EiX	2024	3.19	58	En aéromodélisme, un avion d'apprentissage « deux axes » est pilotable sur les axes de :		roulis et lacet	roulis uniquement	tangage et roulis	tangage et lacet	3			
N4oxKy5P	2024	3.20	59	Quel est le type de moteur de la photo ci-dessous ?		Turboréacteur double corps et simple flux	Turboréacteur simple corps et double flux	Turboréacteur double corps et double flux	Turboréacteur simple corps et simple flux	2		https://annales-bia.fr/images/c9-2024.gif	
ZmoGSpO8	2024	4.1	60	La piste d'un aéroport est identifiée par le numéro 23 R. Quel est le numéro inscrit à l'autre bout de la piste ?		23L	05R	05L	23R	2	4.3.		True
iNubaKK3	2024	4.2	61	Comment sera numérotée une piste d'orientation magnétique de 104° ?		11	10	5	104	1	4.1.		True
Aist2DFr	2024	4.3	62	La fédération qui prend en charge les hélicoptères est :		la FFVP (ex FFVV)	la FFVL	la FFH (ex FFG)	la FFA	2	4.1.		True
aGBdNqUK	2024	4.4	63	À mi-chemin, vous apercevez une montgolfière devant vous, légèrement sur votre gauche et à la même altitude. Sa trajectoire converge avec la vôtre.		La priorité à droite impose pour la montgolfière de changer son altitude de vol	Vous utilisez votre phare d'atterrissage pour prévenir la montgolfière de votre arrivée	La montgolfière est prioritaire et vous devez modifier votre trajectoire pour l'éviter	Vous êtes réglementairement prioritaire et vous maintenez votre trajectoire	2			
SdVjQ8gn	2024	4.5	64	En vol de nuit, vous apercevez un avion qui s’éloigne de vous. Quel est l'ordre de la couleur des feux de gauche à droite ?		Blanc, vert	Vert, rouge	Rouge, blanc	Rouge, blanc, vert	3			
wudzUYnX	2024	4.6	65	Un espace de classe G est :		contrôlé	non contrôlé	interdit au VFR	autorisé en VFR spécial	1	4.1.		True
TvjqvDiZ	2024	4.7	66	Quelle est la correspondance d'un mille nautique dans le système métrique ?		1 528 mètres	1 609 mètres	0,8 km²	1,852 km	3	4.3.		True
8Xvg9Y76	2024	4.8	67	En France métropolitaine, en un lieu déterminé, la nuit aéronautique commence :		30 minutes après le coucher du soleil et se termine 30 minutes après le lever du soleil	30 minutes après le coucher du soleil et se termine 30 minutes avant le lever du soleil	30 minutes avant le coucher du soleil et se termine 30 minutes après le lever du soleil	30 minutes avant le coucher du soleil et se termine 30 minutes avant le lever du soleil	1			
049WVXB5	2024	4.9	68	Pour la sécurité des vols, la qualité qu'il faut avoir en priorité est :		une bonne connaissance de soi, de ses limites et de sa machine	une grande habileté de pilotage	un grand nombre d'heures de pilotage	une bonne connaissance de la réglementation	0	4.2.		True
r7Ecvmme	2024	4.10	69	Le pied (ft) correspond à une distance de :		0,3048 m	1609 m	1852 m	0,852 m	0	4.3.		True
d9b6Wy7K	2024	4.11	70	Vous effectuez un vol à l'estime. Cela consiste à :		suivre des lignes naturelles ou des repères caractéristiques du sol	déterminer le cap à prendre et l'heure estimée d'arrivée à un point caractéristique en fonction de sa vitesse	estimer sa position à l'aide d’un VOR (VHF Omnidirectional Range)	estimer sa position à l’aide d'un goniomètre	1			
3PiUptCY	2024	4.12	71	Le calage de 1000 hPa étant affiché sur les deux appareils, 1 se rapproche d'une masse d'air froide tandis que 2 se rapproche d'une masse d'air chaude. À altitude indiquée constante, comment va évoluer l'altitude réelle des deux appareils ?		L'altitude réelle de 1 diminue et l'altitude réelle de 2 augmente	L'aititude réelle de 1 augmente et l'altitude réelle de 2 diminue	Les altitudes réelles de 1 et 2 restent constantes	Les deux altitudes réelles évoluent de la même manière	0			
F6Qruu4c	2024	4.13	72	Le code standard d'un transpondeur en VFR en l'absence d'instruction du contrôle est :		le 7000	le 7700	le 7600	le 7500	0			
RXCiQ54D	2024	4.14	73	Un avion de ligne effectue la liaison New York - Paris à la vitesse propre de 900 km/h. Il évolue dans un Jet Stream de 300 km/h orienté d'ouest en est. Quelle est alors sa vitesse-sol ?		600 km/h	900 km/h	1200 km/h	300 km/h	2	4.3.		True
zsOH3CZN	2024	4.15	74	Pour voler en France, les avions certifiés doivent obligatoirement posséder :		la licence de station d'aéronefs (LSA)	l'habilitation de radiotéléphonie en langue française	la facture d'achat de l'avion	les certificats de navigabilité (CEN) et d'examen de navigabilité (CEDN)	3			
yI6FHRj5	2024	4.16	75	Au bout de 10 minutes de vol, vous ressentez des nausées, votre instructeur vous tend un sac à vomi que vous ne tardez pas à utiliser. Vous êtes victime :		d'un conflit vestibulo-visuel	d'une otite barotraumatique	d'une hypoxie	d'une embolie pulmonaire	0			
ylAcACoq	2024	4.17	76	Lorsqu'un numéro de piste est entouré sur une carte VAC, il s'agit :		de la piste à utiliser en cas de vent nul ou faible	du point bas d'une piste en pente	du point haut d'une piste en pente	de prévenir d'un obstacle en entrée de piste	0			
M34f5G4S	2024	4.18	77	Un DME affichera la distance entre la station et l'avion correspondant à :		l'arc DME	la distance sol	l'altitude et la distance sol	la distance oblique qui les sépare	3			
oZuEVYKK	2024	4.19	78	Souhaitant vous questionner sur vos connaissances, le contrôleur aérien vous demande à quoi correspond l'indication VAR 2°E figurant dans le coin en haut à droite de la carte VAC (doc. N°1 ci-dessous). Vous répondez :		la déviation magnétique	la déclinaison magnétique	la diffraction magnétique	la réfraction magnétique	1			
J1eZAwd7	2024	4.20	79	La piste principale de Brest Bretagne a une orientation magnétique 07R /25L. À un instant donné, le vent est du 270° pour 10kt. Vous décidez :		de décoller piste O7R	de décoller piste 25L	de ne pas décoller car le vent est trop de travers par rapport à l'axe de la piste	de choisir n'importe quelle piste car cela n'a pas d'importance pour le décollage	1			
x9ODVUNW	2024	5.1	80	Marcel Bloch, plus connu sous le nom de Marcel Dassault s'est fait connaître pendant la Première Guerre mondiale en créant une hélice très performante pour l'époque. Il s'agit de l'hélice :		orage	ouragan	éclair	tornade	2			
qk9ZbLef	2024	5.2	81	Le passage du mur du son en chute libre est :		réalisé pour la première fois par l'autrichien Félix Baumgartner en 2012	réalisé pour la première fois par l'américain Joseph Kittinger en 1960	n'a jamais été réalisé	n'est physiquement pas réalisable	0	5.		True
4EDKwjVe	2024	5.3	82	En novembre 2014, la sonde Roseta a déposé sur la comète Churyumov un robot appelé :		Voyager	Philae	Opportunity	Curiosity	1	5.		True
JhiBL5Xj	2024	5.4	83	L'aviation s'est considérablement développée au cours de la Première Guerre mondiale. Ses toutes premières missions étaient :		l'observation de l'ennemi	le ravitaillement	le transport du courrier	le bombardement à haute altitude	0	5.		True
IM1SiUos	2024	5.5	84	Le premier constructeur français à lancer une ligne aéropostale entre la France et l'Amérique du Sud est :		Louis BREGUET	Georges LATECOERE	Louis BLERIOT	Henri FARMAN	1			
PDCJ6Lkf	2024	5.6	85	Léonard de Vinci a envisagé un modèle de parachute :		composé d'une voilure tournante en plumes d'oiseau	en forme de « tente » à faces rectangulaires ou triangulaires	comportant quatre vis d'Archimède	de forme hémisphérique	1			
jrWxyV8L	2024	5.7	86	Au lendemain de la Seconde Guerre mondiale, les américains recrutent l'un des meilleurs spécialistes allemands en techniques aérospatiales. Il s'agit de :		Junkers	Messerschmitt	Stuka	Von Braun	3	5.		True
j54gHowh	2024	5.8	87	En novembre 2016, le dixième spationaute français a rejoint la station spatiale internationale (ISS) pour une mission de six mois. Il est d'ailleurs en 2018, le parrain des 50 ans du B.L.A. II s'agit de :		Patrick Baudry	Jean-Loup Chrétien	Thomas Pesquet	Claudine Haïgneré	2			
zc5UVDOb	2024	5.9	88	Octave Chanute est :		le premier directeur de l'Aéropostale	le premier président d'Airbus	un ingénieur américain d'origine française pionnier de l'aviation	le premier « ministre de l'air »	2	5.		True
VnWIh3Xi	2024	5.10	89	Parmi ces grandes figures féminines de l'aéronautique, laquelle est allée dans l'espace ?		Jacqueline AURIOL	Valentina TERECHKOVA	Jacqueline COCHRAN	Catherine MAUNOURY	1			
bQAYIcmD	2024	5.11	90	Dans la mythologie grecque, Icare, le fils de Dédale s'envole avec des ailes faites de :	Dans la mythologie grecque, Dédale, le fils d’Icare s’envole avec des ailes faites de :	soie et de cire	coton et de cire	plumes et de cire	lin et de cire	2	5.		True
PBSTGWv1	2024	5.12	91	Les avions qui se sont affrontés pendant la Seconde Guerre mondiale sont :		Spad XIII et Fokker	Spitfire et Me 109	Hurricane et Rafale	Mig 21 et F14	1	5.		True
2ZCoItFr	2024	5.13	92	En 1917, l'as allemand Mandfred Von Richtofen s'illustre aux commandes de son Fokker DRI. Cet avion connu pour sa maniabilité était équipé de :		une aile	deux ailes	trois ailes	quatre ailes	2			
4rksfCio	2024	5.14	93	Le premier homme qui effectua une orbite complète dans l'espace en 1961 fut :		l'Américain Neil Armstrong (programme Apollo)	l'Américain Alan Shepard (programme Mercury)	le Soviétique Youri Gagarine (programme Vostok)	l'Américain John Glenn (programme Mercury)	2			
X0C0ZNsM	2024	5.15	94	Dans les années 1930, les Allemands deviennent les leaders mondiaux dans la construction des planeurs. Ce succès est dû en grande partie :		à une absence totale d'approvisionnement en carburant	à leur industrie du balsa	à l'interdiction qui leur est imposée de constituer une aviation militaire motorisée après la guerre 14-18	aux polymères qu'ils utilisent pour obtenir des surfaces de voilures très lisses	2	5.		True
fCnEaGU3	2024	5.16	95	En 1797, un aérostier effectue depuis la nacelle d'une montgolfière le premier saut en parachute de l'Histoire. Cet aéronaute s'appelle :		le marquis d'Arlandes	Jacques Charles	André-Jacques Garnerin	Pilatre de Roziers	2	5.		True
9EHFYz8C	2024	5.17	96	Peu de temps après le vol d'un ballon à air chaud, le physicien Jean Charles réalise le premier vol d'un :		cerf-volant	planeur à ailes battantes	dirigeable	ballon à gaz (autre que l'air)	3	5.		True
mI0Ixv1X	2024	5.18	97	La compagnie Air France a été créée en :		1933	1945	1920	1970	0			
g4RPmSLl	2024	5.19	98	Normandie-Niemen est une escadrille :		de la RAF ayant participé au débarquement de Normandie	de volontaires polonais se battant sur le Front de l'Est	d'Américains engagés le Jour J	de Français libres ayant combattu avec les forces soviétiques	3	5.		True
nANDJxAt	2024	5.20	99	Le meilleur avion de chasse de la Première Guerre mondiale fut le :		Caudron G3	Spitfire	Spad XIII	Blériot XI	2	5.		True
4OaTWz4p	2024	F.1	100	Le terme anglais « airship » désigne principalement :		tout type d’aéronef	les planeurs	les ballons dirigeables	les avions gros porteurs	2			
fJf3C83r	2024	F.2	101	En Anglais un hydravion se nomme :		seaplane	hydroplane	floatting craft	seacraft	0	6.		True
ktx3QE1y	2024	F.3	102	À la radio l’indication « number two, clear to land, runway two two » émise par le contrôleur signifie :		numéro 2 autorisé à l’atterrissage piste 22	autorisé à l’atterrissage piste 2 ou 22	autorisé à l’atterrissage piste 22, vous dégagerez par la sortie n°2	autorisé au décollage piste 2 ou piste 22	0			
269nJMRJ	2024	F.4	103	Le variomètre est appelé en anglais :		airspeed indicator	turn and bank indicator	vertical speed indicator	attitude indicator	2	6.		True
9ciwymLG	2024	F.5	104	En anglais le terme « runway » désigne :		un anneau de vitesse	un passage rapide	une piste	taxiway	2			
3IBU98Ri	2024	F.6	105	Le terme anglais « pitch » concernant une hélice fait référence à :		sa longueur	son pas	son mode de fixation au moyeu	sa corde	1	6.		True
u3RVLc7J	2024	F.7	106	Dans un message météo, que signifie le terme CAVOK ?		Ceiling And Visibility OK	Clear And Visibility OK	Control And View OK	Cockpit And Vision OK	0			
nENWXULH	2024	F.8	107	En entendant à la radio « Fox Bravo Mike — Please Maintain Holding point runway one one », vous comprenez :		le pilote du Fox Bravo Mike doit maintenir sa position au point d’attente de la piste 11	Mike est félicité pour avoir su s’arrêter avant d’entrer sur la piste 11	le pilote du Fox Bravo Mike doit revenir à sa position au point d’atttente de la piste 11	le pilote du Fox Bravo Mike doit maintenant s’arrêter à 11 m du point d’attente	0	6.		True
0mY1MfrW	2024	F.9	108	Sur quel axe la gouverne de profondeur fait-elle bouger l’avion ?		Pitching	Rolling	Rudding System	Yawing	0			
EByOK3iq	2024	F.10	109	Si vous n’avez pas compris le message d’un contrôleur aérien, votre réponse la plus appropriée est :		rager	will comply	no comment	say again	3			
XLfTraXz	2024	F.11	110	Sur quel instrument de bord vous pouvez lire « You can read “two thousands feet » ?		A voltmeter	Atachometer	An altimeter	An airspeed indicator	2			
2bNaTVM7	2024	F.12	111	« Vent de face » en anglais se dit :		gust wind	windshield	crosswind	headwind	3			
kTrg4cnv	2024	F.13	112	Le terme anglais « Ramp » désigne :		la piste de décollage	les cales de l’avion	la piste d’atterrissage	l’aire de trafic	3			
b2Paragm	2024	F.14	113	À quoi sert le « Trim Tab » ?		To roll the aircraft	To set the landing gear down	To reduce the force needed to move a control surface	To communicate with the control tower	2			
pNN5ulvz	2024	F.15	114	« Fox Victor Bravo, line up, clear for take-off runway three one left. » signifie :		Fox Victor Bravo, alignez-vous, autorisé à l’atterrissage, piste 31 gauche	Fox Victor Bravo, alignez-vous, temps clair pour le décollage, piste 31 gauche	Fox Victor Bravo, alignez-vous, autorisé au décollage, piste 31 droite	Fox Victor Bravo, alignez-vous, autorisé au décollage, piste 31 gauche	3	6.		True
HfrkC7K6	2024	F.16	115	En anglais, l’expression « prêt au décollage, piste 12 » se dit :		stand by to take off runway one two	holding short take off runway twelve	ready for take off runway one two	clear for take off runway twelve	2			
mtuQ03BJ	2024	F.17	116	Les 3 axes autour desquels un avion peut se mouvoir sont les axes de roulis, tangage et lacet. En anglais et dans l’ordre, il s’agit de :		pitch, yaw, roll	roll, tangy, tum	roll, pitch, yaw	roll, hill, turn	2			
y4LimsFp	2024	F.18	117	Le terme anglais qui désigne la manche à air est :		wind pipe	windsock	wind handle	air sock	1			
cxtIjQq4	2024	F.19	118	L’expression « prendre un cap » se dit :		to set a heading	to fix a magnetic course	to take a road	to take a cap	0			
VdIzt5fA	2024	F.20	119	L’expression : « Hold short runway 27 » signifie :		autorisation de traverser la piste 27	remontez la piste 27	maintenez position au point d’attente 27	retournez au point de parking 27	2			
n76PgwuL	2025	1.1	0	Une information sur une carte stipule l'ISO 0°C au FL80. Vous devez voler au FL60. En considérant le gradient standard, quelle est la bonne affirmation ?		Le vol se fera à +4 °C	Le vol se fera à -4 °C	Le vol se fera à -2 °C	Le vol se fera à +2 °C	0			
gEwP9oF8	2025	1.2	1	Les deux principaux composants de l'air sec sont :		le diazote et le dioxygène	l'oxygène et le gaz carbonique	l'azote et l'hélium	l'oxygène et l'hydrogène	0	3.1.		True
ylHZcTBN	2025	1.3	2	La transformation de l'eau de l'état gazeux à l'état liquide s'appelle :		la fusion	la sublimation	l'évaporation	la condensation	3	3.1.		True
3Hg26w1c	2025	1.4	3	Une trouée de Foehn :		est un endroit favorable à la pratique de la voltige aérienne	est une trouée de ciel clair associée à l'apparition d'un Cumulonimbus qui capte toute l'humidité de l'air	est une zone de ciel clair sous le vent d'un relief par suite d'asséchement de la masse d'air	est une zone de ciel clair liée à de hautes pressions à l'arrière d'un massif montagneux	2			
w34ldrdB	2025	1.5	4	Parmi les éléments suivants, une conséquence possible du givrage est :		un gain d'altitude	une altération des profils aérodynamiques	une amélioration des performances de l'aéronef	une diminution de la traînée	1	3.5.		True
A3Zxabiz	2025	1.6	5	Lorsque le vent est fort au sol :		il y a peu de turbulences dans les basses couches de l'atmosphère	le ciel va systématiquement se dégager	il est nul en altitude	des turbulences dues aux imperfections du sol et aux obstacles se développent en basses couches	3	3.3.		True
geXdB0Hd	2025	1.7	6	Le mistral est un vent :		du sud sur Marseille	du sud-ouest qui souffle sur le Languedoc	du nord-ouest qui souffle sur le Languedoc	du nord qui souffle dans la vallée du Rhône	3			
IbMnHzbf	2025	1.8	7	« Marais barométrique » désigne :		une zone où la pression varie peu	une zone ou un axe de basses pressions	une zone ou un axe de hautes pressions	une zone où le gradient de pression est très élevé	0	3.2.		True
m2JFGbjP	2025	1.9	8	Sur la photo ci-dessous, prise à Paris-Orly au lever du jour après une nuit fraîche, sans nuages et sans vent, on observe un brouillard :		d'advection	de rayonnement	d'évaporation	de convection	1		https://annales-bia.fr/images/m1-2024.gif	
iyf6eI1O	2025	1.10	9	Sur une carte de pression une ligne quijoint les points d'égale pression est nommée :		une isotherme	une isocline	une isophypse	une isobare	3			
D4tjM4fp	2025	1.11	10	Un front froid :		est une surface séparant un air froid en mouvement d'un air plus chaud qu'il soulève	est l'arrivée d'un air froid sur une surface polaire glacée	est l'arrivée d'un air froid et lourd qui stabilise la basse couche atmosphérique	est généralement associé à des brises marines d'ouest	0	3.2.		True
panb5LdP	2025	1.12	11	Les courants de vent puissants que l'on rencontre à très haute altitude sont nommés :		jet-stream	jet-lag	tornado	Rafale	0			
kk6eMJFh	2025	1.13	12	La couche de l'atmosphère où se concentrent les phénomènes météorologiques est la :		stratosphère	troposphère	mésosphère	thermosphère	1			
ca74DB3l	2025	1.14	13	Le principal danger induit par le brouillard sur le vol est :		la formation de givrage possible en toutes saisons	la turbulence associée	la diminution de la visibilité	le risque de foudroiement	2	3.5.		True
AcAqsEwW	2025	1.15	14	Dans l'atmosphère standard, la température au niveau de la mer est de :		0 °C	10 °C	15 °C	20 °C	2	3.1.		True
